m,TagName,
"2012-10-01 00:00:00","r","1267"
"2012-10-01 00:00:00","ruby","2256"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c","3193"
"2012-11-01 00:00:00","c#","12229"
"2012-11-01 00:00:00","c++","6268"
"2012-11-01 00:00:00","delphi","443"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","java","13605"
"2012-11-01 00:00:00","javascript","12337"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11766"
"2012-11-01 00:00:00","python","6391"
"2012-11-01 00:00:00","r","1345"
"2012-11-01 00:00:00","ruby","2130"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c","2562"
"2012-12-01 00:00:00","c#","10948"
"2012-12-01 00:00:00","c++","5682"
"2012-12-01 00:00:00","delphi","428"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12410"
"2012-12-01 00:00:00","javascript","11743"
"2012-12-01 00:00:00","perl","551"
"2012-12-01 00:00:00","php","11043"
"2012-12-01 00:00:00","python","5750"
"2012-12-01 00:00:00","r","1214"
"2012-12-01 00:00:00","ruby","1902"
"2012-12-01 00:00:00","swift","3"
"2013-01-01 00:00:00","assembly","295"
"2013-01-01 00:00:00","c","2904"
"2013-01-01 00:00:00","c#","12751"
"2013-01-01 00:00:00","c++","6037"
"2013-01-01 00:00:00","delphi","481"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","java","13702"
"2013-01-01 00:00:00","javascript","13791"
"2013-01-01 00:00:00","perl","661"
"2013-01-01 00:00:00","php","12844"
"2013-01-01 00:00:00","python","6562"
"2013-01-01 00:00:00","r","1507"
"2013-01-01 00:00:00","ruby","2306"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c","3091"
"2013-02-01 00:00:00","c#","12481"
"2013-02-01 00:00:00","c++","6062"
"2013-02-01 00:00:00","delphi","448"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13682"
"2013-02-01 00:00:00","javascript","13615"
"2013-02-01 00:00:00","perl","746"
"2013-02-01 00:00:00","php","12532"
"2013-02-01 00:00:00","python","6723"
"2013-02-01 00:00:00","r","1656"
"2013-02-01 00:00:00","ruby","2215"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3438"
"2013-03-01 00:00:00","c#","14229"
"2013-03-01 00:00:00","c++","7173"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15891"
"2013-03-01 00:00:00","javascript","15273"
"2013-03-01 00:00:00","perl","850"
"2013-03-01 00:00:00","php","14083"
"2013-03-01 00:00:00","python","7613"
"2013-03-01 00:00:00","r","1848"
"2013-03-01 00:00:00","ruby","2558"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","330"
"2013-04-01 00:00:00","c","3523"
"2013-04-01 00:00:00","c#","13872"
"2013-04-01 00:00:00","c++","7114"
"2013-04-01 00:00:00","delphi","509"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16207"
"2013-04-01 00:00:00","javascript","15306"
"2013-04-01 00:00:00","perl","838"
"2013-04-01 00:00:00","php","13381"
"2013-04-01 00:00:00","python","7924"
"2013-04-01 00:00:00","r","1835"
"2013-04-01 00:00:00","ruby","2459"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","303"
"2013-05-01 00:00:00","c","3189"
"2013-05-01 00:00:00","c#","13452"
"2013-05-01 00:00:00","c++","6824"
"2013-05-01 00:00:00","delphi","535"
"2013-05-01 00:00:00","go","142"
"2013-05-01 00:00:00","java","15259"
"2013-05-01 00:00:00","javascript","15035"
"2013-05-01 00:00:00","perl","903"
"2013-05-01 00:00:00","php","13062"
"2013-05-01 00:00:00","python","7800"
"2013-05-01 00:00:00","r","1779"
"2013-05-01 00:00:00","ruby","2339"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","295"
"2013-06-01 00:00:00","c","2934"
"2013-06-01 00:00:00","c#","12770"
"2013-06-01 00:00:00","c++","6182"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13910"
"2013-06-01 00:00:00","javascript","14589"
"2013-06-01 00:00:00","perl","827"
"2013-06-01 00:00:00","php","12694"
"2013-06-01 00:00:00","python","7588"
"2013-06-01 00:00:00","r","1776"
"2013-06-01 00:00:00","ruby","2222"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","296"
"2013-07-01 00:00:00","c","3006"
"2013-07-01 00:00:00","c#","14160"
"2013-07-01 00:00:00","c++","6569"
"2013-07-01 00:00:00","delphi","506"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15162"
"2013-07-01 00:00:00","javascript","16786"
"2013-07-01 00:00:00","perl","951"
"2013-07-01 00:00:00","php","14280"
"2013-07-01 00:00:00","python","8600"
"2013-07-01 00:00:00","r","1967"
"2013-07-01 00:00:00","ruby","2438"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","211"
"2013-08-01 00:00:00","c","3005"
"2013-08-01 00:00:00","c#","13842"
"2013-08-01 00:00:00","c++","6245"
"2013-08-01 00:00:00","delphi","449"
"2013-08-01 00:00:00","go","207"
"2013-08-01 00:00:00","java","15052"
"2013-08-01 00:00:00","javascript","16818"
"2013-08-01 00:00:00","perl","835"
"2013-08-01 00:00:00","php","14301"
"2013-08-01 00:00:00","python","7933"
"2013-08-01 00:00:00","r","1919"
"2013-08-01 00:00:00","ruby","2479"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","290"
"2013-09-01 00:00:00","c","3390"
"2013-09-01 00:00:00","c#","13744"
"2013-09-01 00:00:00","c++","6547"
"2013-09-01 00:00:00","delphi","487"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16251"
"2013-09-01 00:00:00","javascript","17682"
"2013-09-01 00:00:00","perl","684"
"2013-09-01 00:00:00","php","14242"
"2013-09-01 00:00:00","python","7961"
"2013-09-01 00:00:00","r","1712"
"2013-09-01 00:00:00","ruby","2388"
"2013-09-01 00:00:00","swift","10"
"2013-10-01 00:00:00","assembly","378"
"2013-10-01 00:00:00","c","4234"
"2013-10-01 00:00:00","c#","15181"
"2013-10-01 00:00:00","c++","7961"
"2013-10-01 00:00:00","delphi","520"
"2013-10-01 00:00:00","go","211"
"2013-10-01 00:00:00","java","18690"
"2013-10-01 00:00:00","javascript","19701"
"2013-10-01 00:00:00","perl","814"
"2013-10-01 00:00:00","php","15290"
"2013-10-01 00:00:00","python","9477"
"2013-10-01 00:00:00","r","2087"
"2013-10-01 00:00:00","ruby","2788"
"2013-10-01 00:00:00","swift","9"
"2013-11-01 00:00:00","assembly","418"
"2013-11-01 00:00:00","c","4284"
"2013-11-01 00:00:00","c#","14578"
"2013-11-01 00:00:00","c++","8125"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18755"
"2013-11-01 00:00:00","javascript","18484"
"2013-11-01 00:00:00","perl","819"
"2013-11-01 00:00:00","php","14882"
"2013-11-01 00:00:00","python","9483"
"2013-11-01 00:00:00","r","2188"
"2013-11-01 00:00:00","ruby","2574"
"2013-11-01 00:00:00","swift","6"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","c","3498"
"2013-12-01 00:00:00","c#","13619"
"2013-12-01 00:00:00","c++","7003"
"2013-12-01 00:00:00","delphi","448"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17445"
"2013-12-01 00:00:00","javascript","18010"
"2013-12-01 00:00:00","perl","764"
"2013-12-01 00:00:00","php","14422"
"2013-12-01 00:00:00","python","8451"
"2013-12-01 00:00:00","r","1907"
"2013-12-01 00:00:00","ruby","2444"
"2013-12-01 00:00:00","swift","11"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c","3731"
"2014-01-01 00:00:00","c#","15318"
"2014-01-01 00:00:00","c++","7687"
"2014-01-01 00:00:00","delphi","490"
"2014-01-01 00:00:00","go","301"
"2014-01-01 00:00:00","java","18654"
"2014-01-01 00:00:00","javascript","21102"
"2014-01-01 00:00:00","perl","811"
"2014-01-01 00:00:00","php","16781"
"2014-01-01 00:00:00","python","9834"
"2014-01-01 00:00:00","r","2346"
"2014-01-01 00:00:00","ruby","2759"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","assembly","373"
"2014-02-01 00:00:00","c","3970"
"2014-02-01 00:00:00","c#","15106"
"2014-02-01 00:00:00","c++","7666"
"2014-02-01 00:00:00","delphi","489"
"2014-02-01 00:00:00","go","204"
"2014-02-01 00:00:00","java","19225"
"2014-02-01 00:00:00","javascript","21137"
"2014-02-01 00:00:00","perl","794"
"2014-02-01 00:00:00","php","16522"
"2014-02-01 00:00:00","python","9887"
"2014-02-01 00:00:00","r","2618"
"2014-02-01 00:00:00","ruby","2604"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","451"
"2014-03-01 00:00:00","c","4553"
"2014-03-01 00:00:00","c#","16149"
"2014-03-01 00:00:00","c++","8662"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","21951"
"2014-03-01 00:00:00","javascript","22625"
"2014-03-01 00:00:00","perl","908"
"2014-03-01 00:00:00","php","18310"
"2014-03-01 00:00:00","python","11411"
"2014-03-01 00:00:00","r","2808"
"2014-03-01 00:00:00","ruby","2946"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","363"
"2014-04-01 00:00:00","c","4004"
"2014-04-01 00:00:00","c#","15287"
"2014-04-01 00:00:00","c++","8118"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","go","341"
"2014-04-01 00:00:00","java","20824"
"2014-04-01 00:00:00","javascript","21382"
"2014-04-01 00:00:00","perl","822"
"2014-04-01 00:00:00","php","17633"
"2014-04-01 00:00:00","python","10742"
"2014-04-01 00:00:00","r","2731"
"2014-04-01 00:00:00","ruby","2743"
"2014-04-01 00:00:00","swift","5"
"2014-05-01 00:00:00","assembly","329"
"2014-05-01 00:00:00","c","3255"
"2014-05-01 00:00:00","c#","13884"
"2014-05-01 00:00:00","c++","6772"
"2014-05-01 00:00:00","delphi","471"
"2014-05-01 00:00:00","go","279"
"2014-05-01 00:00:00","java","17931"
"2014-05-01 00:00:00","javascript","19753"
"2014-05-01 00:00:00","perl","796"
"2014-05-01 00:00:00","php","14737"
"2014-05-01 00:00:00","python","9240"
"2014-05-01 00:00:00","r","2582"
"2014-05-01 00:00:00","ruby","2678"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","270"
"2014-06-01 00:00:00","c","2769"
"2014-06-01 00:00:00","c#","12495"
"2014-06-01 00:00:00","c++","5668"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15909"
"2014-06-01 00:00:00","javascript","18292"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","13024"
"2014-06-01 00:00:00","python","8912"
"2014-06-01 00:00:00","r","2399"
"2014-06-01 00:00:00","ruby","2337"
"2014-06-01 00:00:00","swift","2402"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","c","2834"
"2014-07-01 00:00:00","c#","13693"
"2014-07-01 00:00:00","c++","6270"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","go","451"
"2014-07-01 00:00:00","java","17377"
"2014-07-01 00:00:00","javascript","20134"
"2014-07-01 00:00:00","perl","733"
"2014-07-01 00:00:00","php","14288"
"2014-07-01 00:00:00","python","9916"
"2014-07-01 00:00:00","r","2637"
"2014-07-01 00:00:00","ruby","2561"
"2014-07-01 00:00:00","swift","1644"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2675"
"2014-08-01 00:00:00","c#","12490"
"2014-08-01 00:00:00","c++","5879"
"2014-08-01 00:00:00","delphi","423"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15732"
"2014-08-01 00:00:00","javascript","18451"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13202"
"2014-08-01 00:00:00","python","9109"
"2014-08-01 00:00:00","r","2475"
"2014-08-01 00:00:00","ruby","2464"
"2014-08-01 00:00:00","swift","1697"
"2014-09-01 00:00:00","assembly","282"
"2014-09-01 00:00:00","c","3232"
"2014-09-01 00:00:00","c#","12318"
"2014-09-01 00:00:00","c++","6185"
"2014-09-01 00:00:00","delphi","446"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","java","16697"
"2014-09-01 00:00:00","javascript","18129"
"2014-09-01 00:00:00","perl","679"
"2014-09-01 00:00:00","php","13355"
"2014-09-01 00:00:00","python","8770"
"2014-09-01 00:00:00","r","2362"
"2014-09-01 00:00:00","ruby","2274"
"2014-09-01 00:00:00","swift","1901"
"2014-10-01 00:00:00","assembly","392"
"2014-10-01 00:00:00","c","3802"
"2014-10-01 00:00:00","c#","12550"
"2014-10-01 00:00:00","c++","6837"
"2014-10-01 00:00:00","delphi","410"
"2014-10-01 00:00:00","go","381"
"2014-10-01 00:00:00","java","17896"
"2014-10-01 00:00:00","javascript","18914"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13607"
"2014-10-01 00:00:00","python","9581"
"2014-10-01 00:00:00","r","2777"
"2014-10-01 00:00:00","ruby","2343"
"2014-10-01 00:00:00","swift","2464"
"2014-11-01 00:00:00","assembly","387"
"2014-11-01 00:00:00","c","3668"
"2014-11-01 00:00:00","c#","11872"
"2014-11-01 00:00:00","c++","6553"
"2014-11-01 00:00:00","delphi","428"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","java","17843"
"2014-11-01 00:00:00","javascript","17973"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","13039"
"2014-11-01 00:00:00","python","9568"
"2014-11-01 00:00:00","r","2705"
"2014-11-01 00:00:00","ruby","2115"
"2014-11-01 00:00:00","swift","2560"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c","3153"
"2014-12-01 00:00:00","c#","11080"
"2014-12-01 00:00:00","c++","6079"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","java","16378"
"2014-12-01 00:00:00","javascript","16983"
"2014-12-01 00:00:00","perl","565"
"2014-12-01 00:00:00","php","12336"
"2014-12-01 00:00:00","python","9037"
"2014-12-01 00:00:00","r","2360"
"2014-12-01 00:00:00","ruby","2146"
"2014-12-01 00:00:00","swift","2488"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","c","3209"
"2015-01-01 00:00:00","c#","11741"
"2015-01-01 00:00:00","c++","6129"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","go","468"
"2015-01-01 00:00:00","java","16537"
"2015-01-01 00:00:00","javascript","18534"
"2015-01-01 00:00:00","perl","590"
"2015-01-01 00:00:00","php","13620"
"2015-01-01 00:00:00","python","9677"
"2015-01-01 00:00:00","r","2689"
"2015-01-01 00:00:00","ruby","2428"
"2015-01-01 00:00:00","swift","3048"
"2015-02-01 00:00:00","assembly","357"
"2015-02-01 00:00:00","c","3363"
"2015-02-01 00:00:00","c#","11785"
"2015-02-01 00:00:00","c++","6472"
"2015-02-01 00:00:00","delphi","414"
"2015-02-01 00:00:00","go","382"
"2015-02-01 00:00:00","java","16752"
"2015-02-01 00:00:00","javascript","18668"
"2015-02-01 00:00:00","perl","566"
"2015-02-01 00:00:00","php","13524"
"2015-02-01 00:00:00","python","10197"
"2015-02-01 00:00:00","r","2970"
"2015-02-01 00:00:00","ruby","2259"
"2015-02-01 00:00:00","swift","3236"
"2015-03-01 00:00:00","assembly","384"
"2015-03-01 00:00:00","c","3917"
"2015-03-01 00:00:00","c#","13272"
"2015-03-01 00:00:00","c++","7392"
"2015-03-01 00:00:00","delphi","410"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19763"
"2015-03-01 00:00:00","javascript","20543"
"2015-03-01 00:00:00","perl","639"
"2015-03-01 00:00:00","php","14920"
"2015-03-01 00:00:00","python","11603"
"2015-03-01 00:00:00","r","3564"
"2015-03-01 00:00:00","ruby","2460"
"2015-03-01 00:00:00","swift","3594"
"2015-04-01 00:00:00","assembly","441"
"2015-04-01 00:00:00","c","3950"
"2015-04-01 00:00:00","c#","13094"
"2015-04-01 00:00:00","c++","7146"
"2015-04-01 00:00:00","delphi","389"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","java","19814"
"2015-04-01 00:00:00","javascript","20908"
"2015-04-01 00:00:00","perl","576"
"2015-04-01 00:00:00","php","14974"
"2015-04-01 00:00:00","python","11448"
"2015-04-01 00:00:00","r","3329"
"2015-04-01 00:00:00","ruby","2504"
"2015-04-01 00:00:00","swift","4017"
"2015-05-01 00:00:00","assembly","368"
"2015-05-01 00:00:00","c","3522"
"2015-05-01 00:00:00","c#","13359"
"2015-05-01 00:00:00","c++","6816"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","java","18551"
"2015-05-01 00:00:00","javascript","22155"
"2015-05-01 00:00:00","perl","530"
"2015-05-01 00:00:00","php","14597"
"2015-05-01 00:00:00","python","11216"
"2015-05-01 00:00:00","r","3427"
"2015-05-01 00:00:00","ruby","2503"
"2015-05-01 00:00:00","swift","3800"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c","3167"
"2015-06-01 00:00:00","c#","13533"
"2015-06-01 00:00:00","c++","6518"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17851"
"2015-06-01 00:00:00","javascript","22620"
"2015-06-01 00:00:00","perl","579"
"2015-06-01 00:00:00","php","14379"
"2015-06-01 00:00:00","python","11808"
"2015-06-01 00:00:00","r","3431"
"2015-06-01 00:00:00","ruby","2577"
"2015-06-01 00:00:00","swift","4324"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2813"
"2015-07-01 00:00:00","c#","14122"
"2015-07-01 00:00:00","c++","6699"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","go","466"
"2015-07-01 00:00:00","java","18700"
"2015-07-01 00:00:00","javascript","23977"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15388"
"2015-07-01 00:00:00","python","12318"
"2015-07-01 00:00:00","r","3981"
"2015-07-01 00:00:00","ruby","2585"
"2015-07-01 00:00:00","swift","5146"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","c","2570"
"2015-08-01 00:00:00","c#","13227"
"2015-08-01 00:00:00","c++","5871"
"2015-08-01 00:00:00","delphi","387"
"2015-08-01 00:00:00","go","448"
"2015-08-01 00:00:00","java","17093"
"2015-08-01 00:00:00","javascript","22170"
"2015-08-01 00:00:00","perl","552"
"2015-08-01 00:00:00","php","14255"
"2015-08-01 00:00:00","python","11223"
"2015-08-01 00:00:00","r","3495"
"2015-08-01 00:00:00","ruby","2315"
"2015-08-01 00:00:00","swift","5087"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c","3083"
"2015-09-01 00:00:00","c#","12920"
"2015-09-01 00:00:00","c++","5911"
"2015-09-01 00:00:00","delphi","358"
"2015-09-01 00:00:00","go","421"
"2015-09-01 00:00:00","java","16946"
"2015-09-01 00:00:00","javascript","21400"
"2015-09-01 00:00:00","perl","465"
"2015-09-01 00:00:00","php","13513"
"2015-09-01 00:00:00","python","10963"
"2015-09-01 00:00:00","r","3331"
"2015-09-01 00:00:00","ruby","2159"
"2015-09-01 00:00:00","swift","4552"
"2015-10-01 00:00:00","assembly","430"
"2015-10-01 00:00:00","c","3677"
"2015-10-01 00:00:00","c#","12795"
"2015-10-01 00:00:00","c++","7049"
"2015-10-01 00:00:00","delphi","421"
"2015-10-01 00:00:00","go","427"
"2015-10-01 00:00:00","java","18546"
"2015-10-01 00:00:00","javascript","21830"
"2015-10-01 00:00:00","perl","499"
"2015-10-01 00:00:00","php","13924"
"2015-10-01 00:00:00","python","12481"
"2015-10-01 00:00:00","r","3680"
"2015-10-01 00:00:00","ruby","2192"
"2015-10-01 00:00:00","swift","4299"
"2015-11-01 00:00:00","assembly","403"
"2015-11-01 00:00:00","c","3613"
"2015-11-01 00:00:00","c#","12384"
"2015-11-01 00:00:00","c++","7085"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","go","434"
"2015-11-01 00:00:00","java","17781"
"2015-11-01 00:00:00","javascript","21278"
"2015-11-01 00:00:00","perl","464"
"2015-11-01 00:00:00","php","13338"
"2015-11-01 00:00:00","python","12295"
"2015-11-01 00:00:00","r","3540"
"2015-11-01 00:00:00","ruby","1956"
"2015-11-01 00:00:00","swift","4319"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","c","3085"
"2015-12-01 00:00:00","c#","12142"
"2015-12-01 00:00:00","c++","6559"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","419"
"2015-12-01 00:00:00","java","16554"
"2015-12-01 00:00:00","javascript","21081"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13754"
"2015-12-01 00:00:00","python","11659"
"2015-12-01 00:00:00","r","3179"
"2015-12-01 00:00:00","ruby","2029"
"2015-12-01 00:00:00","swift","4373"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","c","3046"
"2016-01-01 00:00:00","c#","12363"
"2016-01-01 00:00:00","c++","6098"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","go","495"
"2016-01-01 00:00:00","java","16634"
"2016-01-01 00:00:00","javascript","22519"
"2016-01-01 00:00:00","perl","446"
"2016-01-01 00:00:00","php","14590"
"2016-01-01 00:00:00","python","12347"
"2016-01-01 00:00:00","r","3538"
"2016-01-01 00:00:00","ruby","2143"
"2016-01-01 00:00:00","swift","4785"
"2016-02-01 00:00:00","assembly","349"
"2016-02-01 00:00:00","c","3278"
"2016-02-01 00:00:00","c#","12739"
"2016-02-01 00:00:00","c++","6554"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","541"
"2016-02-01 00:00:00","java","17843"
"2016-02-01 00:00:00","javascript","22479"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14926"
"2016-02-01 00:00:00","python","13247"
"2016-02-01 00:00:00","r","3590"
"2016-02-01 00:00:00","ruby","2247"
"2016-02-01 00:00:00","swift","4750"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3447"
"2016-03-01 00:00:00","c#","13605"
"2016-03-01 00:00:00","c++","7020"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","go","594"
"2016-03-01 00:00:00","java","19900"
"2016-03-01 00:00:00","javascript","24097"
"2016-03-01 00:00:00","perl","469"
"2016-03-01 00:00:00","php","15138"
"2016-03-01 00:00:00","python","14060"
"2016-03-01 00:00:00","r","4044"
"2016-03-01 00:00:00","ruby","2259"
"2016-03-01 00:00:00","swift","5075"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c","3358"
"2016-04-01 00:00:00","c#","13713"
"2016-04-01 00:00:00","c++","6892"
"2016-04-01 00:00:00","delphi","324"
"2016-04-01 00:00:00","go","602"
"2016-04-01 00:00:00","java","19478"
"2016-04-01 00:00:00","javascript","23456"
"2016-04-01 00:00:00","perl","493"
"2016-04-01 00:00:00","php","14475"
"2016-04-01 00:00:00","python","13659"
"2016-04-01 00:00:00","r","4127"
"2016-04-01 00:00:00","ruby","2213"
"2016-04-01 00:00:00","swift","4752"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2721"
"2016-05-01 00:00:00","c#","13492"
"2016-05-01 00:00:00","c++","6134"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","579"
"2016-05-01 00:00:00","java","17032"
"2016-05-01 00:00:00","javascript","22993"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14447"
"2016-05-01 00:00:00","python","13102"
"2016-05-01 00:00:00","r","3802"
"2016-05-01 00:00:00","ruby","2128"
"2016-05-01 00:00:00","swift","4419"
"2016-06-01 00:00:00","assembly","290"
"2016-06-01 00:00:00","c","2299"
"2016-06-01 00:00:00","c#","13063"
"2016-06-01 00:00:00","c++","5716"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","548"
"2016-06-01 00:00:00","java","15912"
"2016-06-01 00:00:00","javascript","22143"
"2016-06-01 00:00:00","perl","439"
"2016-06-01 00:00:00","php","13627"
"2016-06-01 00:00:00","python","12906"
"2016-06-01 00:00:00","r","3864"
"2016-06-01 00:00:00","ruby","2109"
"2016-06-01 00:00:00","swift","4794"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c","2346"
"2016-07-01 00:00:00","c#","12000"
"2016-07-01 00:00:00","c++","5468"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14946"
"2016-07-01 00:00:00","javascript","22204"
"2016-07-01 00:00:00","perl","422"
"2016-07-01 00:00:00","php","12921"
"2016-07-01 00:00:00","python","12822"
"2016-07-01 00:00:00","r","3744"
"2016-07-01 00:00:00","ruby","1900"
"2016-07-01 00:00:00","swift","4932"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","c","2215"
"2016-08-01 00:00:00","c#","12720"
"2016-08-01 00:00:00","c++","5015"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","go","572"
"2016-08-01 00:00:00","java","15175"
"2016-08-01 00:00:00","javascript","22661"
"2016-08-01 00:00:00","perl","461"
"2016-08-01 00:00:00","php","12881"
"2016-08-01 00:00:00","python","12911"
"2016-08-01 00:00:00","r","3783"
"2016-08-01 00:00:00","ruby","1878"
"2016-08-01 00:00:00","swift","4902"
"2016-09-01 00:00:00","assembly","337"
"2016-09-01 00:00:00","c","2509"
"2016-09-01 00:00:00","c#","11104"
"2016-09-01 00:00:00","c++","5139"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","511"
"2016-09-01 00:00:00","java","14677"
"2016-09-01 00:00:00","javascript","20446"
"2016-09-01 00:00:00","perl","464"
"2016-09-01 00:00:00","php","12131"
"2016-09-01 00:00:00","python","12332"
"2016-09-01 00:00:00","r","3300"
"2016-09-01 00:00:00","ruby","1924"
"2016-09-01 00:00:00","swift","4864"
"2016-10-01 00:00:00","assembly","399"
"2016-10-01 00:00:00","c","3207"
"2016-10-01 00:00:00","c#","11452"
"2016-10-01 00:00:00","c++","5969"
"2016-10-01 00:00:00","delphi","267"
"2016-10-01 00:00:00","go","532"
"2016-10-01 00:00:00","java","15326"
"2016-10-01 00:00:00","javascript","20441"
"2016-10-01 00:00:00","perl","405"
"2016-10-01 00:00:00","php","12265"
"2016-10-01 00:00:00","python","13501"
"2016-10-01 00:00:00","r","3786"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","swift","4730"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","c","3267"
"2016-11-01 00:00:00","c#","11648"
"2016-11-01 00:00:00","c++","6079"
"2016-11-01 00:00:00","delphi","274"
"2016-11-01 00:00:00","go","476"
